main_category,subcategory,product_id,title,product_url,price,old_price,reviews_count,rating,image_url,price_clean,old_price_clean,rating_clean,reviews_clean,price_category,has_discount,discount_percentage,discount_category
"Toys, Hobbies and Robots",RC Drones,2039843.0,Axisflying Manta 30 O4 160mm 3 Inch F7 6S GPS Freestyle FPV Racing Drones PNP BNF with C204 2650KV Motor,https://www.banggood.com/Axisflying-Manta-30-O4-160mm-3-Inch-F7-6S-GPS-Freestyle-FPV-Racing-Drones-PNP-BNF-with-C204-2650KV-Motor-p-2039843.html?cur_warehouse=CN&ID=6292762&rmmds=CategoryToysPop&trace_id=9b521763848469458,US$344.99,US$509.99,0,,https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/A5/17/a7ff9e69-176f-47d8-959d-4d5e9b6ea6d3.jpg.webp,344.99,509.99,0.0,0,Expensive ($100+),True,32.35,Medium Discount (21-40%)
"Toys, Hobbies and Robots",RC Drones,2034078.0,GEPRC MARK5 Wide X O4 Pro 225mm 5 Inch 6S RC FPV Racing Drone PNP BNF with 2107.5 1960KV Motor,https://www.banggood.com/GEPRC-MARK5-Wide-X-O4-Pro-225mm-5-Inch-6S-RC-FPV-Racing-Drone-PNP-BNF-with-2107_5-1960KV-Motor-p-2034078.html?cur_warehouse=CN&ID=63109856329540&rmmds=CategoryToysPop&trace_id=9b521763848469458,US$533.99,US$658.99,0,,https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/43/0B/c5344a70-e082-4742-9444-06eef06764ce.jpg.webp,533.99,658.99,0.0,0,Expensive ($100+),True,18.97,Small Discount (1-20%)
"Toys, Hobbies and Robots",RC Drones,2034143.0,KF802 2.4GHz 4CH 220mm Wingspan Hand Throw Delta Glider Mini Indoor & Outdoor RC Airplane RTF for Beginner Children Toys,https://www.banggood.com/KF802-2_4GHz-4CH-220mm-Wingspan-Hand-Throw-Delta-Glider-Mini-Indoor-and-Outdoor-RC-Airplane-RTF-for-Beginner-Children-Toys-p-2034143.html?cur_warehouse=CN&ID=6332203&rmmds=CategoryToysPop&trace_id=9b521763848469458,US$17.99,US$39.99,2,3.5,https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/D2/94/0313c6c2-d6fd-4d1d-8f9c-3b6a5920e647.jpg.webp,17.99,39.99,3.5,2,Economy ($10-25),True,55.01,Large Discount (41-60%)
"Toys, Hobbies and Robots",RC Drones,2034147.0,HOOKLL Havok Racer 1000mm Wingspan EPO RC Airplane Fixed Wing PNP,https://www.banggood.com/HOOKLL-Havok-Racer-1000mm-Wingspan-EPO-RC-Airplane-Fixed-Wing-PNP-p-2034147.html?cur_warehouse=CN&ID=6287853&rmmds=CategoryToysPop&trace_id=9b521763848469458,US$257.99,US$399.99,1,5.0,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/41/EB/cde12431-c6e8-425e-b4f4-4f4747881f04.jpg.webp,257.99,399.99,5.0,1,Expensive ($100+),True,35.5,Medium Discount (21-40%)
"Toys, Hobbies and Robots",RC Drones,2034183.0,Dancing Wings Hobby E43 Mosquito 360mm Wingspan Slow Flyer Indoor Mini RC Airplane PNP With DSMX/2 RX & TX Combo,https://www.banggood.com/Dancing-Wings-Hobby-E43-Mosquito-360mm-Wingspan-Slow-Flyer-Indoor-Mini-RC-Airplane-PNP-With-DSMX-or-2-RX-and-TX-Combo-p-2034183.html?cur_warehouse=CN&ID=6332630&rmmds=CategoryToysPop&trace_id=9b521763848469458,US$97.99,US$109.99,1,5.0,https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/9B/CF/aa227673-867f-46e3-aef3-bc903ff36a9d.jpg.webp,97.99,109.99,5.0,1,Premium ($50-100),True,10.91,Small Discount (1-20%)
"Toys, Hobbies and Robots",RC Drones,2034831.0,E0-25 Flying Glitter Butterflying Intelligent Gravity Sensor Obstacle Altitude Hold Mode 360° Filp Colorful LED Lighting 2.4G 4CH RC Toys Kids Gift Drone Quadcopter RTF,https://www.banggood.com/E0-25-Flying-Glitter-Butterflying-Intelligent-Gravity-Sensor-Obstacle-Altitude-Hold-Mode-360-Filp-Colorful-LED-Lighting-2_4G-4CH-RC-Toys-Kids-Gift-Drone-Quadcopter-RTF-p-2034831.html?cur_warehouse=CN&ID=531930&rmmds=CategoryToysPop&trace_id=9b521763848469458,US$35.99,US$39.99,0,,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/EA/8E/5fa72f0c-0162-4f81-a5d5-1cbf78131421.jpg.webp,35.99,39.99,0.0,0,Standard ($25-50),True,10.0,Small Discount (1-20%)
"Toys, Hobbies and Robots",RC Drones,2035063.0,ROBAN 450 Class UH-1D 2.4G 11CH GPS Stabilized Scale Flybarless RC Helicopter RTF With X1 Flight Controller,https://www.banggood.com/ROBAN-450-Class-UH-1D-2_4G-11CH-GPS-Stabilized-Scale-Flybarless-RC-Helicopter-RTF-With-X1-Flight-Controller-p-2035063.html?cur_warehouse=CN&ID=6287941&rmmds=CategoryToysPop&trace_id=9b521763848469458,US$734.00,US$759.00,0,,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/73/BB/6f9ddb28-357c-4689-95a6-524ce9fabf44.jpg.webp,734.0,759.0,0.0,0,Expensive ($100+),True,3.29,Small Discount (1-20%)
"Toys, Hobbies and Robots",RC Drones,2035067.0,KFPLAN KF803 F22 Fighter 260mm Wingspan 2.4G 2CH EPP RC Airplane Fixed Wing RTF With LED Lights,https://www.banggood.com/KFPLAN-KF803-F22-Fighter-260mm-Wingspan-2_4G-2CH-EPP-RC-Airplane-Fixed-Wing-RTF-With-LED-Lights-p-2035067.html?cur_warehouse=CN&ID=62878436291567&rmmds=CategoryToysPop&trace_id=9b521763848469458,US$24.99,US$59.99,0,,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/8B/43/6f3d2f52-66d2-46f6-a128-2b074b8c04ed.jpg.webp,24.99,59.99,0.0,0,Economy ($10-25),True,58.34,Large Discount (41-60%)
"Toys, Hobbies and Robots",RC Drones,2035120.0,DeepSpace SEEKER5 DC / XL 5 Inch 6S F7 GPS Freestyle FPV Racing Drone BNF PNP NO VTX NO Camera Support DJI O4 PRO Air Unit Digital System,https://www.banggood.com/DeepSpace-SEEKER5-DC-or-XL-5-Inch-6S-F7-GPS-Freestyle-FPV-Racing-Drone-BNF-PNP-NO-VTX-NO-Camera-Support-DJI-O4-PRO-Air-Unit-Digital-System-p-2035120.html?cur_warehouse=CN&ID=63097736326305&rmmds=CategoryToysPop&trace_id=9b521763848469458,US$287.99,US$399.99,0,,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/2C/39/a649d3f7-8c58-41cb-8e91-52d10c97ac3f.png.webp,287.99,399.99,0.0,0,Expensive ($100+),True,28.0,Medium Discount (21-40%)
"Toys, Hobbies and Robots",RC Drones,1674256.0,27g Happymodel Mobula6 HD M6 65mm Crazybee F4 Lite 1S Whoop FPV Racing Drone BNF w/ Runcam Split3-lite 1080P HD DVR Camera,https://www.banggood.com/27g-Happymodel-Mobula6-HD-M6-65mm-Crazybee-F4-Lite-1S-Whoop-FPV-Racing-Drone-BNF-w-or-Runcam-Split3-lite-1080P-HD-DVR-Camera-p-1674256.html?cur_warehouse=CN&ID=555608&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$149.16,US$225.62,418,4.89,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/8E/0F/6fd3cf05-fe98-42e1-bcec-07ba1f6787b0.jpg.webp,149.16,225.62,4.89,418,Expensive ($100+),True,33.89,Medium Discount (21-40%)
"Toys, Hobbies and Robots",RC Drones,1901019.0,40g Happymodel Crux3 1S ELRS 115mm Wheelbase 3 Inch F4 Toothpick FPV Racing Drone BNF w/ 5.8G 25-200mW VTX Caddx ANT 1200TVL Camera,https://www.banggood.com/40g-Happymodel-Crux3-1S-ELRS-115mm-Wheelbase-3-Inch-F4-Toothpick-FPV-Racing-Drone-BNF-w-or-5_8G-25-200mW-VTX-Caddx-ANT-1200TVL-Camera-p-1901019.html?cur_warehouse=CN&ID=6312635&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$115.99,US$127.99,14,4.79,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/F5/17/08aa91c0-d2c8-47dc-9979-2fee8c85da10.jpg.webp,115.99,127.99,4.79,14,Expensive ($100+),True,9.38,Small Discount (1-20%)
"Toys, Hobbies and Robots",RC Drones,1884867.0,iFlight Nazgul5 Evoque F5 F5D V2 DeadCat GPS Version HD / Analog 4S / 6S 5 Inch FPV Racing Drone,https://www.banggood.com/IFlight-Nazgul5-Evoque-F5-F5D-V2-DeadCat-GPS-Version-HD-or-Analog-4S-or-6S-5-Inch-FPV-Racing-Drone-p-1884867.html?cur_warehouse=CN&ID=56746763076466311769&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$390.99,US$582.96,84,4.73,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/90/1E/88d611e9-9642-43d7-9e18-d3b96c09cae3.png.webp,390.99,582.96,4.73,84,Expensive ($100+),True,32.93,Medium Discount (21-40%)
"Toys, Hobbies and Robots",RC Drones,1891376.0,JWRC Griffin 1055mm Wingspan Balsa Wood RC Airplane Glider Trainer KIT,https://www.banggood.com/JWRC-Griffin-1055mm-Wingspan-Balsa-Wood-RC-Airplane-Glider-Trainer-KIT-p-1891376.html?cur_warehouse=CN&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$32.00,US$69.90,22,4.59,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/C9/95/9bba9ade-c7d7-4712-a7b9-e0707e4f0b97.png.webp,32.0,69.9,4.59,22,Standard ($25-50),True,54.22,Large Discount (41-60%)
"Toys, Hobbies and Robots",RC Drones,1995577.0,TOP RC HOBBY SWIFT 1200mm Wingspan EPO 160km/h Sport RC Airplane Glider PNP With 64mm EDF Power System,https://www.banggood.com/TOP-RC-HOBBY-SWIFT-1200mm-Wingspan-EPO-160km-or-h-Sport-RC-Airplane-Glider-PNP-With-64mm-EDF-Power-System-p-1995577.html?cur_warehouse=CN&ID=531466&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$237.99,US$249.99,9,4.44,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/C5/1A/e6a3dc39-5d6f-4478-a276-0d2e2e1a2824.jpg.webp,237.99,249.99,4.44,9,Expensive ($100+),True,4.8,Small Discount (1-20%)
"Toys, Hobbies and Robots",RC Drones,1983499.0,Dancing Wings Hobby S19 Mini Tiger Moth 980mm Wingspan Balsa Wood RC Airplane Biplane KIT/ KIT+Power Combo,https://www.banggood.com/Dancing-Wings-Hobby-S19-Mini-Tiger-Moth-980mm-Wingspan-Balsa-Wood-RC-Airplane-Biplane-KIT-or-KIT+Power-Combo-p-1983499.html?cur_warehouse=CN&ID=6321723&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$127.99,US$199.00,6,5.0,https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/71/CD/8d5cd82f-4028-4bd8-9966-d43c6a25b8f5.png.webp,127.99,199.0,5.0,6,Expensive ($100+),True,35.68,Medium Discount (21-40%)
"Toys, Hobbies and Robots",RC Drones,1984710.0,2CH Flying Helicopter Toys USB Rechargeable Induction Hover Helicopter With Remote Control For Over Kids Indoor And Outdoor Games,https://www.banggood.com/2CH-Flying-Helicopter-Toys-USB-Rechargeable-Induction-Hover-Helicopter-With-Remote-Control-For-Over-Kids-Indoor-And-Outdoor-Games-p-1984710.html?cur_warehouse=CN&ID=6300400&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$15.99,US$19.99,4,4.75,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/E4/EA/2b20b1ab-0e3f-4d7a-af82-2e8d2a8134f0.jpg.webp,15.99,19.99,4.75,4,Economy ($10-25),True,20.01,Medium Discount (21-40%)
"Toys, Hobbies and Robots",RC Drones,1805237.0,REPTILE DRAGON-2 1200mm Wingspan Twin Motor Double Tail EPP FPV RC Airplane KIT/PNP,https://www.banggood.com/REPTILE-DRAGON-2-1200mm-Wingspan-Twin-Motor-Double-Tail-EPP-FPV-RC-Airplane-KIT-or-PNP-p-1805237.html?cur_warehouse=CN&ID=528924&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$127.90,US$299.00,76,4.88,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/D3/22/f28150c2-0214-42bb-93fd-cfa118e52c67.png.webp,127.9,299.0,4.88,76,Expensive ($100+),True,57.22,Large Discount (41-60%)
"Toys, Hobbies and Robots",RC Drones,1988743.0,JWRC P-51 Mustang 1010mm Wingspan Balsa Wood RC Airplane Warbird KIT,https://www.banggood.com/JWRC-P-51-Mustang-1010mm-Wingspan-Balsa-Wood-RC-Airplane-Warbird-KIT-p-1988743.html?cur_warehouse=CN&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$107.99,US$119.99,4,4.5,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/59/BB/f8f5233f-4bde-44a5-8138-cbd061a37f6f.jpg.webp,107.99,119.99,4.5,4,Expensive ($100+),True,10.0,Small Discount (1-20%)
"Toys, Hobbies and Robots",RC Drones,1989045.0,SHXH SY016 2.4G 3.5CH Simulation Fighter Helicopter Model Multifunctional Remote Control Electric Toy,https://www.banggood.com/SHXH-SY016-2_4G-3_5CH-Simulation-Fighter-Helicopter-Model-Multifunctional-Remote-Control-Electric-Toy-p-1989045.html?cur_warehouse=CN&ID=5582566287837&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$27.99,US$31.99,3,5.0,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/98/8A/7c01df2c-4f22-4277-8879-af57f52c4ea2.jpg.webp,27.99,31.99,5.0,3,Standard ($25-50),True,12.5,Small Discount (1-20%)
"Toys, Hobbies and Robots",RC Drones,1840535.0,XK K127 4CH 6-Axis Gyro Altitude Hold Flybarless RC Helicopter RTF,https://www.banggood.com/XK-K127-4CH-6-Axis-Gyro-Altitude-Hold-Flybarless-RC-Helicopter-RTF-p-1840535.html?cur_warehouse=CN&ID=6292548&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$72.09,US$107.73,88,4.85,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/3F/EA/08faf0e3-8920-4074-a03c-ff6ba29ba2b3.jpg.webp,72.09,107.73,4.85,88,Premium ($50-100),True,33.08,Medium Discount (21-40%)
"Toys, Hobbies and Robots",RC Drones,1866661.0,DJI Mini SE 4KM FPV with 2.7K Camera 3-Axis Gimbal 30mins Flight Time 249g Vision Sensor GPS Hover RC Drone Quadcopter RTF,https://www.banggood.com/DJI-Mini-SE-4KM-FPV-with-2_7K-Camera-3-Axis-Gimbal-30mins-Flight-Time-249g-Vision-Sensor-GPS-Hover-RC-Drone-Quadcopter-RTF-p-1866661.html?cur_warehouse=CN&ID=6309929&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$434.99,US$459.99,22,4.77,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/CD/D4/c7c047f7-49cd-4d69-b6f6-7c8d72c1b0ee.jpg.webp,434.99,459.99,4.77,22,Expensive ($100+),True,5.43,Small Discount (1-20%)
"Toys, Hobbies and Robots",RC Drones,2023793.0,Goosky RS5 Legend 6CH 3D Flybarless Direct Drive Brushless Motor 550 Class RC Helicopter Kit Version,https://www.banggood.com/Goosky-RS5-Legend-6CH-3D-Flybarless-Direct-Drive-Brushless-Motor-550-Class-RC-Helicopter-Kit-Version-p-2023793.html?cur_warehouse=CN&ID=62878446329704&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$574.00,US$599.00,0,,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/C5/B5/0647332a-4ca3-46f5-a26d-07f3d5d0b4b4.png.webp,574.0,599.0,0.0,0,Expensive ($100+),True,4.17,Small Discount (1-20%)
"Toys, Hobbies and Robots",RC Drones,2025176.0,GEPRC T-Cube18 Analog 87mm 1.8 Inch 1S / 2S RC FPV Racing Drone ELRS BNF with 5.8G 800mW VTX CADDX ANT Camera for Beginners,https://www.banggood.com/GEPRC-T-Cube18-Analog-87mm-1_8-Inch-1S-or-2S-RC-FPV-Racing-Drone-ELRS-BNF-with-5_8G-800mW-VTX-CADDX-ANT-Camera-for-Beginners-p-2025176.html?cur_warehouse=CN&ID=6310110&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$147.99,US$239.99,2,5.0,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/CA/D4/98cd93f3-0dbc-4277-8c92-8cb9d338ae40.jpg.webp,147.99,239.99,5.0,2,Expensive ($100+),True,38.33,Medium Discount (21-40%)
"Toys, Hobbies and Robots",RC Drones,2025177.0,GEPRC T-Cube18 HDZero ECO 87mm 1.8 Inch 2S RC FPV Racing Drone ELRS BNF with TAKER F411-12A-E 1-2S AIO FC ESC for Beginners,https://www.banggood.com/GEPRC-T-Cube18-HDZero-ECO-87mm-1_8-Inch-2S-RC-FPV-Racing-Drone-ELRS-BNF-with-TAKER-F411-12A-E-1-2S-AIO-FC-ESC-for-Beginners-p-2025177.html?cur_warehouse=CN&ID=6311769&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$185.99,US$197.99,0,,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/33/BB/b8ce1e26-3b22-42f7-ba0c-096120edfdd1.png.webp,185.99,197.99,0.0,0,Expensive ($100+),True,6.06,Small Discount (1-20%)
"Toys, Hobbies and Robots",RC Drones,2028162.0,Dancing Wings Hobby E44 Sakura Plus 600mm Wingspan 3D Aerobatic EPP RC Airplane KIT/KIT+Power Combo,https://www.banggood.com/Dancing-Wings-Hobby-E44-Sakura-Plus-600mm-Wingspan-3D-Aerobatic-EPP-RC-Airplane-KIT-or-KIT+Power-Combo-p-2028162.html?cur_warehouse=CN&ID=6311057&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$52.99,US$109.99,3,5.0,https://imgaz3.staticbg.com/thumb/gallery/oaupload/banggood/images/17/CB/33dcd9fe-b29c-43e3-99b1-f6a1aa0ac5ed.jpg.webp,52.99,109.99,5.0,3,Premium ($50-100),True,51.82,Large Discount (41-60%)
"Toys, Hobbies and Robots",RC Drones,2028163.0,QF012 SBD Dauntless 2.4GHz 4CH 350mm Wingspan 6-Axis Gyro One-Key Aerobatic Brushless EPP Warbird RC Airplane RTF,https://www.banggood.com/QF012-SBD-Dauntless-2_4GHz-4CH-350mm-Wingspan-6-Axis-Gyro-One-Key-Aerobatic-Brushless-EPP-Warbird-RC-Airplane-RTF-p-2028163.html?cur_warehouse=CN&ID=6291567&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$70.99,US$159.90,17,5.0,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/E8/6C/cfd06031-e2db-44c0-9d1e-7bc9dbaa5443.jpg.webp,70.99,159.9,5.0,17,Premium ($50-100),True,55.6,Large Discount (41-60%)
"Toys, Hobbies and Robots",RC Drones,2028213.0,Flywoo Flybee 20 HD 2S Ultralight RC FPV Racing Drone BNF with DJI O4 4K 60fps System,https://www.banggood.com/Flywoo-Flybee-20-HD-2S-Ultralight-RC-FPV-Racing-Drone-BNF-with-DJI-O4-4K-60fps-System-p-2028213.html?cur_warehouse=CN&ID=62814506331048&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$237.99,US$249.99,2,5.0,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/9F/AA/3ed02c0f-809f-4921-94b6-e6ab147dbf3b.png.webp,237.99,249.99,5.0,2,Expensive ($100+),True,4.8,Small Discount (1-20%)
"Toys, Hobbies and Robots",RC Drones,2028214.0,Flywoo Flybee 20 O4 Drone Kit 2S Ultralight 2 Inch RC FPV Racing Drone NO VTX NO Camera for DJI O4 Air Unit,https://www.banggood.com/Flywoo-Flybee-20-O4-Drone-Kit-2S-Ultralight-2-Inch-RC-FPV-Racing-Drone-NO-VTX-NO-Camera-for-DJI-O4-Air-Unit-p-2028214.html?cur_warehouse=CN&ID=6281450&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$117.99,US$179.99,1,5.0,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/54/EF/bf8292bf-4985-48e5-a2b1-3ee62d12a6cb.png.webp,117.99,179.99,5.0,1,Expensive ($100+),True,34.45,Medium Discount (21-40%)
"Toys, Hobbies and Robots",RC Drones,2028216.0,Flywoo Flybee 16 HD 2S Ultralight RC FPV Racing Drone Kit PNP BNF NO VTX NO Camera Support DJI O3 Lite / DJI O4 Air Unit,https://www.banggood.com/Flywoo-Flybee-16-HD-2S-Ultralight-RC-FPV-Racing-Drone-Kit-PNP-BNF-NO-VTX-NO-Camera-Support-DJI-O3-Lite-or-DJI-O4-Air-Unit-p-2028216.html?cur_warehouse=CN&ID=63298656331042&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$117.99,US$129.99,1,5.0,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/34/8D/50946ffe-4cff-4d03-bb2c-d681cb544314.jpg.webp,117.99,129.99,5.0,1,Expensive ($100+),True,9.23,Small Discount (1-20%)
"Toys, Hobbies and Robots",RC Drones,2028222.0,Flywoo FlyLens 85 V1.3 HD Walksnail Avatar V2 2S Brushless Whoop FPV Racing drone BNF with ROBO 1003 14800KV,https://www.banggood.com/Flywoo-FlyLens-85-V1_3-HD-Walksnail-Avatar-V2-2S-Brushless-Whoop-FPV-Racing-drone-BNF-with-ROBO-1003-14800KV-p-2028222.html?cur_warehouse=CN&ID=6330906&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$289.99,US$314.99,0,,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/C7/40/097ef906-5562-427d-b139-730860c20cfa.jpg.webp,289.99,314.99,0.0,0,Expensive ($100+),True,7.94,Small Discount (1-20%)
"Toys, Hobbies and Robots",RC Drones,2028248.0,Flywoo Flylens 75 2S Drone Kit V1.3 Whoop FPV RC Racing Drone NO VTX NO Camera Support DJI O4 / DJI O4 Pro / DJI O3 Lite HDZero,https://www.banggood.com/Flywoo-Flylens-75-2S-Drone-Kit-V1_3-Whoop-FPV-RC-Racing-Drone-NO-VTX-NO-Camera-Support-DJI-O4-or-DJI-O4-Pro-or-DJI-O3-Lite-HDZero-p-2028248.html?cur_warehouse=CN&ID=62927626331042&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$117.99,US$129.99,0,,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/53/FB/90994be7-8205-40d3-8cc1-5075dfd14b95.png.webp,117.99,129.99,0.0,0,Expensive ($100+),True,9.23,Small Discount (1-20%)
"Toys, Hobbies and Robots",RC Drones,2028249.0,Flywoo Flytimes 85 2S Micro FPV Racing Drone NO VTX NO Camera Compatible with DJI O3 Lite / DJI O4 Air Unit,https://www.banggood.com/Flywoo-Flytimes-85-2S-Micro-FPV-Racing-Drone-NO-VTX-NO-Camera-Compatible-with-DJI-O3-Lite-or-DJI-O4-Air-Unit-p-2028249.html?cur_warehouse=CN&ID=62927626331042&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$117.99,US$129.99,0,,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/69/F8/464ad9d7-15cc-4055-8417-7369293212c2.png.webp,117.99,129.99,0.0,0,Expensive ($100+),True,9.23,Small Discount (1-20%)
"Toys, Hobbies and Robots",RC Drones,2029302.0,"Hubsan ZINO MINI PRO 2025 Class C0 249g GPS 12KM FPV with 4K 1/1.3"" / 1/2.6"" Camera 3-axis Gimbal 30mins Flight Time Foldable RC Drone Quadcopter RTF",https://www.banggood.com/Hubsan-ZINO-MINI-PRO-2025-Class-C0-249g-GPS-12KM-FPV-with-4K-1-or-1_3-inch-or-1-or-2_6-inch-Camera-3-axis-Gimbal-30mins-Flight-Time-Foldable-RC-Drone-Quadcopter-RTF-p-2029302.html?cur_warehouse=CN&ID=5319306331344&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$524.99,US$549.99,0,,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/76/13/ee37a9ac-27fc-4aa3-99b6-3930f8776bba.png.webp,524.99,549.99,0.0,0,Expensive ($100+),True,4.55,Small Discount (1-20%)
"Toys, Hobbies and Robots",RC Drones,2029736.0,LSRC GT6 GPS 5G WiFi FPV with 720P HD Dual Camera Servo Gimbal 360° Obstacle Avoidance Optical Flow Positioning 209g Brushless RC Drone Quadcopter RTF,https://www.banggood.com/LSRC-GT6-GPS-5G-WiFi-FPV-with-720P-HD-Dual-Camera-Servo-Gimbal-360-Obstacle-Avoidance-Optical-Flow-Positioning-209g-Brushless-RC-Drone-Quadcopter-RTF-p-2029736.html?cur_warehouse=CN&ID=531930&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$83.99,US$89.99,0,,https://imgaz1.staticbg.com/thumb/gallery/oaupload/banggood/images/0E/8A/7c637b82-3061-4763-a7a9-c2af2de1682d.jpg.webp,83.99,89.99,0.0,0,Premium ($50-100),True,6.67,Small Discount (1-20%)
"Toys, Hobbies and Robots",RC Drones,2030597.0,Skywalker Speed G 800mm Wingspan EPO Glider RC Airplane Fixed Wing KIT,https://www.banggood.com/Skywalker-Speed-G-800mm-Wingspan-EPO-Glider-RC-Airplane-Fixed-Wing-KIT-p-2030597.html?cur_warehouse=CN&ID=6311057&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$127.99,US$299.99,0,,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/2B/9A/6468566e-7fe8-42f3-942c-414ae6103acc.png.webp,127.99,299.99,0.0,0,Expensive ($100+),True,57.34,Large Discount (41-60%)
"Toys, Hobbies and Robots",RC Drones,2030824.0,Goosky Legend RS6 6CH 3D Aerobatic 600 Class Flybarless RC Helicopter KIT W/O Main Blade and Tail Blade,https://www.banggood.com/Goosky-Legend-RS6-6CH-3D-Aerobatic-600-Class-Flybarless-RC-Helicopter-KIT-W-or-O-Main-Blade-and-Tail-Blade-p-2030824.html?cur_warehouse=CN&ID=6287832&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$614.00,US$639.00,0,,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/73/70/f408ec33-4c62-4cd4-8985-059d35263557.png.webp,614.0,639.0,0.0,0,Expensive ($100+),True,3.91,Small Discount (1-20%)
"Toys, Hobbies and Robots",RC Drones,2031756.0,Skywalker JENNY 1200mm Wingspan EPO RC Airplane Fixed Wing KIT,https://www.banggood.com/Skywalker-JENNY-1200mm-Wingspan-EPO-RC-Airplane-Fixed-Wing-KIT-p-2031756.html?cur_warehouse=CN&ID=6311057&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$117.99,US$299.99,3,5.0,https://imgaz.staticbg.com/thumb/gallery/oaupload/banggood/images/D7/F0/115a602e-99e1-40e8-a8a0-4248dfb1b9d7.png.webp,117.99,299.99,5.0,3,Expensive ($100+),True,60.67,Huge Discount (61%+)
"Toys, Hobbies and Robots",RC Drones,2031818.0,Tony Ray's Aero Model DH.82 Tiger Moth 1/12 750mm Wingspan Balsa Wood Micro RC Airplane KIT,https://www.banggood.com/Tony-Rays-Aero-Model-DH_82-Tiger-Moth-1-or-12-750mm-Wingspan-Balsa-Wood-Micro-RC-Airplane-KIT-p-2031818.html?cur_warehouse=CN&ID=528924&rmmds=CategoryToysPop&trace_id=9b521763848482543,US$97.99,US$299.99,1,5.0,https://imgaz2.staticbg.com/thumb/gallery/oaupload/banggood/images/37/E2/fa9da99a-b00e-446c-a95b-ee33c2292248.jpg.webp,97.99,299.99,5.0,1,Premium ($50-100),True,67.34,Huge Discount (61%+)
